text,symptom_id,symptom_name,severity,esi_label,language,source,base_weight
I have been dealing with excruciating temperature during period for a while now.,S024,fever_cyclical,critical,High,en,synthetic,5
I want you to know that my period makes me stay in bed.,S001,dysmenorrhoea,critical,Critical,en-KE,synthetic,10
I cannot work properly because of noticeable cannot socialise during period.,S037,relationship_social_impact,moderate,Low,en,synthetic,5
I have had unbearable loose stools during period since I was a teenager.,S012,diarrhoea_cyclical,critical,High,en,synthetic,5
My experience is that my back is in agony during my period.,S018,lower_back_pain,moderate,Moderate,en-KE,synthetic,7
"I came to the clinic because of moderate always tired, for 3 years.",S022,fatigue_chronic,moderate,Moderate,en,synthetic,7
My main problem is leg weakness during period.,S019,leg_pain_sciatica,moderate,Moderate,en,synthetic,7
I experience loose stools during period regularly.,S012,diarrhoea_cyclical,critical,High,en,synthetic,5
I came to the clinic because of intense burning when I pee.,S015,dysuria,severe,Moderate,en,synthetic,7
My main problem is slightly low blood count.,S023,anaemia,mild,Low,en,synthetic,6
I experience any touch is painful regularly.,S007,dyspareunia_superficial,critical,High,en,synthetic,6
"My main problem is moderate panicking, for the past 36 months.",S030,anxiety,moderate,Low,en,synthetic,4
I need help with low blood.,S023,anaemia,severe,Moderate,en-KE,synthetic,6
I want you to know that caesarean scar hurts during period.,S035,scar_endometriosis,mild,Low,en,synthetic,7
I told the doctor that cannot leave toilet during period.,S012,diarrhoea_cyclical,severe,Moderate,en,synthetic,5
My experience is that seen a doctor about fertility.,S026,infertility,moderate,Moderate,en,synthetic,9
I am here because my period is too much.,S005,heavy_menstrual_bleeding,critical,High,en-KE,synthetic,7
I am here because pain when going to the toilet.,S009,dyschezia,moderate,Moderate,en-KE,synthetic,9
I have had vaginal pain during sex since I was a teenager.,S007,dyspareunia_superficial,severe,Moderate,en,synthetic,6
I have been dealing with severe told I am exaggerating for a while now.,S038,previous_misdiagnosis,severe,Moderate,en,synthetic,6
"Tatizo langu kuu ni maumivu ya nyonga, for over 24 months.",S002,chronic_pelvic_pain,mild,Moderate,sw,synthetic,10
I have been dealing with occasional painful periods for a while now.,S001,dysmenorrhoea,mild,Moderate,en,synthetic,10
Every month I suffer from running stomach during period.,S012,diarrhoea_cyclical,severe,Moderate,en-KE,synthetic,5
trying for a baby without success.,S026,infertility,mild,Moderate,en,synthetic,9
I have pain passing urine and it is really affecting me.,S015,dysuria,severe,Moderate,en-KE,synthetic,7
Nilikuja hospitalini kwa sababu ya uchovu kupita kiasi.,S022,fatigue_chronic,critical,High,sw,synthetic,7
I have had chest tight during period since I was a teenager.,S032,catamenial_pneumothorax,mild,Moderate,en,synthetic,9
I have slightly feverish during period.,S024,fever_cyclical,mild,Low,en,synthetic,5
I want you to know that my back is in agony during my period.,S018,lower_back_pain,severe,Moderate,en-KE,synthetic,7
I am here because CS scar painful during period.,S035,scar_endometriosis,critical,High,en-KE,synthetic,7
The problem I have is that CS scar painful during period.,S035,scar_endometriosis,moderate,Moderate,en-KE,synthetic,7
My experience is that hospital for coughing blood during period.,S033,catamenial_haemoptysis,severe,High,en,synthetic,8
I cannot work properly because of slight loose stools during period.,S012,diarrhoea_cyclical,mild,Low,en,synthetic,5
I told the doctor that I lose days every month.,S036,work_school_absence,mild,Low,en,synthetic,7
I have had regular faint from low blood since I was a teenager.,S023,anaemia,moderate,Moderate,en,synthetic,6
The problem I have is that it hurts to poop especially during my period.,S009,dyschezia,mild,Moderate,en,synthetic,9
My main problem is regular blacking out from pain.,S025,fainting_syncope,moderate,Moderate,en,synthetic,8
I told the doctor that pain wakes me up regularly.,S031,sleep_disturbance,moderate,Low,en,synthetic,4
I experience occasional spotting regularly.,S004,intermenstrual_bleeding,mild,Low,en,synthetic,6
The problem I have is that my back is in agony during my period.,S018,lower_back_pain,critical,High,en-KE,synthetic,7
I have had some collapsing from pain since I was a teenager.,S025,fainting_syncope,mild,Moderate,en,synthetic,8
I want you to know that go to hospital for bowel pain.,S009,dyschezia,critical,Critical,en,synthetic,9
The problem I have is that CS scar painful during period.,S035,scar_endometriosis,severe,Moderate,en-KE,synthetic,7
I cannot work properly because of occasional tumbo la chini linauma.,S002,chronic_pelvic_pain,mild,Moderate,en,synthetic,10
Nina kuumwa unapokojoa.,S015,dysuria,mild,Low,sw,synthetic,7
I want you to know that belly button bleeds during period.,S034,umbilical_pain_bleeding,moderate,Moderate,en,synthetic,8
I avoid sex because it hurts.,S006,dyspareunia_deep,mild,Moderate,en-KE,synthetic,9
Nilikuja hospitalini kwa sababu ya damu kidogo mwilini.,S023,anaemia,moderate,Moderate,sw,synthetic,6
period varies a few days.,S027,irregular_periods,mild,Low,en,synthetic,5
I experience blood after intercourse regularly.,S008,post_coital_bleeding,critical,High,en,synthetic,5
I am struggling with passing out during period.,S025,fainting_syncope,critical,High,en,synthetic,8
I want you to know that kuhisi kichefuchefu wakati wa hedhi.,S013,nausea_vomiting_cyclical,critical,High,sw,synthetic,6
I am here because pain urinating most days during period.,S015,dysuria,moderate,Moderate,en,synthetic,7
I have been dealing with pain when passing urine for a while now.,S015,dysuria,critical,High,en,synthetic,7
"My experience is that miss school from period pain, for about 2 months.",S036,work_school_absence,moderate,Moderate,en-KE,synthetic,7
I experience changing pad every hour regularly.,S005,heavy_menstrual_bleeding,critical,High,en,synthetic,7
I came to the clinic because of hip pain.,S021,hip_groin_pain,moderate,Moderate,en,synthetic,6
I need help with pain passing urine.,S015,dysuria,critical,High,en-KE,synthetic,7
my period is too much.,S005,heavy_menstrual_bleeding,moderate,Moderate,en-KE,synthetic,7
I have had severe pain has isolated me since I was a teenager.,S037,relationship_social_impact,severe,Moderate,en,synthetic,5
I cannot work properly because of very bad scar painful cyclically.,S035,scar_endometriosis,severe,Moderate,en,synthetic,7
I have cannot work properly.,S002,chronic_pelvic_pain,severe,High,en,synthetic,10
The problem I have is that blood when not on period.,S004,intermenstrual_bleeding,moderate,Moderate,en-KE,synthetic,6
Nimekuwa nikilalamika kuhusu mgongo unaniuma.,S018,lower_back_pain,moderate,Moderate,sw,synthetic,7
I told the doctor that hospital for vomiting during period.,S013,nausea_vomiting_cyclical,critical,High,en,synthetic,6
I experience excruciating pain in my thigh regularly.,S019,leg_pain_sciatica,critical,High,en,synthetic,7
I experience temperature during period regularly.,S024,fever_cyclical,moderate,Low,en,synthetic,5
I told the doctor that pain in my whole leg.,S019,leg_pain_sciatica,severe,Moderate,en,synthetic,7
I have anaemia.,S023,anaemia,moderate,Moderate,en,synthetic,6
Nina maumivu ya hedhi.,S001,dysmenorrhoea,mild,Moderate,sw,synthetic,10
My experience is that CS scar painful during period.,S035,scar_endometriosis,mild,Low,en-KE,synthetic,7
The problem I have is that heavy rectal bleeding every period.,S010,rectal_bleeding,severe,High,en,synthetic,8
Nina kujamiiana kunauma.,S006,dyspareunia_deep,severe,High,sw,synthetic,9
I am here because trying for a baby without success.,S026,infertility,severe,High,en-KE,synthetic,9
I told the doctor that told I have a cyst.,S028,pelvic_mass_sensation,severe,Moderate,en-KE,synthetic,7
Nimekuwa nikilalamika kuhusu kuumwa unapokwenda chooni.,S009,dyschezia,critical,Critical,sw,synthetic,9
I have been dealing with high fever during period for a while now.,S024,fever_cyclical,severe,Moderate,en,synthetic,5
I have been dealing with chronic fatigue for a while now.,S022,fatigue_chronic,critical,High,en,synthetic,7
"I am struggling with noticeable constant worry, for 6 years.",S030,anxiety,moderate,Low,en,synthetic,4
I experience damu nyingi sana regularly.,S005,heavy_menstrual_bleeding,severe,Moderate,en,synthetic,7
I am here because hospital for vomiting during period.,S013,nausea_vomiting_cyclical,critical,High,en,synthetic,6
I want you to know that my back is in agony during my period.,S018,lower_back_pain,mild,Low,en-KE,synthetic,7
trying for a baby without success.,S026,infertility,severe,High,en-KE,synthetic,9
I have had menorrhagia since I was a teenager.,S005,heavy_menstrual_bleeding,moderate,Moderate,en,synthetic,7
I told the doctor that CS scar painful during period.,S035,scar_endometriosis,critical,High,en-KE,synthetic,7
"pain even when I am not on my period, for over 2 months.",S002,chronic_pelvic_pain,moderate,High,en-KE,synthetic,10
For the past few months I have had cannot tolerate entry.,S007,dyspareunia_superficial,severe,Moderate,en,synthetic,6
I experience not pregnant yet regularly.,S026,infertility,mild,Moderate,en,synthetic,9
I experience cannot conceive regularly.,S026,infertility,critical,Critical,en,synthetic,9
Since I was young I have had pain passing urine.,S015,dysuria,mild,Low,en-KE,synthetic,7
I cannot work properly because of low haemoglobin.,S023,anaemia,moderate,Moderate,en,synthetic,6
I want you to know that blood when not on period.,S004,intermenstrual_bleeding,mild,Low,en-KE,synthetic,6
Nimekuwa na maumivu ya nyonga kwa muda mrefu.,S002,chronic_pelvic_pain,mild,Moderate,sw,synthetic,10
My main problem is regular spotting between periods.,S004,intermenstrual_bleeding,moderate,Moderate,en,synthetic,6
For the past few months I have had very bad depression.,S029,depression,severe,Moderate,en,synthetic,5
"The problem I have is that I cannot function during my period, for 3 years.",S001,dysmenorrhoea,critical,Critical,en-KE,synthetic,10
I cannot work properly because of blacking out from pain.,S025,fainting_syncope,critical,High,en,synthetic,8
My experience is that I avoid sex because it hurts.,S006,dyspareunia_deep,mild,Moderate,en,synthetic,9
My main problem is shoulder aches during period.,S020,shoulder_tip_pain,mild,Low,en,synthetic,6
My main problem is occasional anaemia.,S023,anaemia,mild,Low,en,synthetic,6
"Doctor, I have emergency after sex bleeding and I do not know what to do.",S008,post_coital_bleeding,critical,High,en,synthetic,5
I have come to see the doctor because of stomach upset with period.,S012,diarrhoea_cyclical,severe,Moderate,en-KE,synthetic,5
The problem I have is that my period has no pattern.,S027,irregular_periods,critical,High,en,synthetic,5
I want you to know that my period affects my job.,S036,work_school_absence,mild,Low,en,synthetic,7
I am here because feeling of fullness in pelvis.,S028,pelvic_mass_sensation,critical,High,en,synthetic,7
I experience mild my abdomen swells regularly.,S014,bloating_abdominal,mild,Low,en,synthetic,5
I want you to know that trying for a baby without success.,S026,infertility,moderate,Moderate,en-KE,synthetic,9
I want you to know that pain at the entrance during sex.,S007,dyspareunia_superficial,critical,High,en,synthetic,6
My experience is that my period has no pattern.,S027,irregular_periods,critical,High,en,synthetic,5
I am here because need to pee all the time.,S017,urinary_frequency,critical,High,en,synthetic,5
My main problem is infertility.,S026,infertility,mild,Moderate,en,synthetic,9
Nimekuwa na kuzimia kutokana na maumivu kwa muda mrefu.,S025,fainting_syncope,critical,High,sw,synthetic,8
Tatizo langu kuu ni kuzimia kutokana na maumivu.,S025,fainting_syncope,moderate,Moderate,sw,synthetic,8
I have had serious problems getting pregnant since I was a teenager.,S026,infertility,severe,High,en,synthetic,9
Nilikuja hospitalini kwa sababu ya nimechoka sana kila wakati.,S022,fatigue_chronic,moderate,Moderate,sw,synthetic,7
I am here because my back is in agony during my period.,S018,lower_back_pain,severe,Moderate,en-KE,synthetic,7
blood when not on period.,S004,intermenstrual_bleeding,critical,High,en-KE,synthetic,6
I cannot work properly because of serious passing out during period.,S025,fainting_syncope,severe,High,en,synthetic,8
My experience is that miss school from period pain.,S036,work_school_absence,critical,High,en-KE,synthetic,7
belly button uncomfortable during period.,S034,umbilical_pain_bleeding,mild,Moderate,en,synthetic,8
Tatizo langu kuu ni kuumwa unapokojoa.,S015,dysuria,moderate,Moderate,sw,synthetic,7
I cannot work properly because of tingling in leg.,S019,leg_pain_sciatica,mild,Low,en,synthetic,7
I am struggling with collapsing from pain.,S025,fainting_syncope,critical,High,en,synthetic,8
I have had cannot tolerate penetration since I was a teenager.,S007,dyspareunia_superficial,mild,Low,en,synthetic,6
cough up blood with period.,S033,catamenial_haemoptysis,severe,High,en,synthetic,8
hot and sweaty during period.,S024,fever_cyclical,moderate,Low,en,synthetic,5
I am here because lump in scar that hurts during period.,S035,scar_endometriosis,critical,High,en,synthetic,7
Nimekuwa nikilalamika kuhusu maumivu wakati wa kujamiiana.,S006,dyspareunia_deep,moderate,Moderate,sw,synthetic,9
"I have had unbearable cramps during period since I was a teenager, for the past 36 months.",S001,dysmenorrhoea,critical,Critical,en,synthetic,10
I have groin pain.,S021,hip_groin_pain,critical,High,en,synthetic,6
My experience is that kuhisi kichefuchefu wakati wa hedhi.,S013,nausea_vomiting_cyclical,moderate,Moderate,sw,synthetic,6
